NPWP9_Masking,TAHUN_PETA,NAMA_WP_Masking,NAMA_KPP,NAMA_KANWIL,JENIS_WP,X_001,X_002,X_003,X_004,X_005,X_006,X_007,Y_001,Y_002,SKOR_X,SKOR_Y,KUADRAN_X,KUADRAN_Y,KUADRAN,LEVEL_RISIKO
NPWP_048,2022,Wajib Pajak 048,KPP Madya Dua Tangerang,Kanwil DJP Banten,BADAN,0.0,0.0,0.0,0.0,0.0,0.0829400080662413,0.2015049040987514,0.0,0.0,0.986111111111111,0.0,3,1,X3Y1,Sedang
NPWP_176,2022,Wajib Pajak 176,KPP Pratama Jakarta Menteng Dua,Kanwil DJP Jakarta Pusat,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_175,2022,Wajib Pajak 175,KPP Pratama Tabanan,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_174,2022,Wajib Pajak 174,KPP Pratama Badung Utara,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_173,2022,Wajib Pajak 173,KPP Pratama Denpasar Barat,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_049,2022,Wajib Pajak 049,KPP Pratama Makassar Utara,"Kanwil DJP Sulawesi Selatan, Barat, dan Tenggara",BADAN,0.0,0.0,0.0,0.0,0.0,0.1522527131245231,0.11,0.0,0.0,0.2467777777777777,0.0,2,1,X2Y1,Rendah
NPWP_172,2022,Wajib Pajak 172,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.1018072289156626,0.0,0.0,0.0033333333333333,0.0,1,1,X1Y1,Rendah
NPWP_171,2022,Wajib Pajak 171,KPP Pratama Sidoarjo Barat,Kanwil DJP Jawa Timur II,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_050,2022,Wajib Pajak 050,KPP Pratama Bitung,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",BADAN,1.0,1.0,0.0,0.0,0.0,0.1220959058261453,0.1965742040537124,0.0,0.0,0.8266666666666667,0.0,3,1,X3Y1,Sedang
NPWP_170,2022,Wajib Pajak 170,KPP Pratama Tigaraksa,Kanwil DJP Banten,BADAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_169,2022,Wajib Pajak 169,KPP Pratama Cikarang Selatan,Kanwil DJP Jawa Barat II,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_168,2022,Wajib Pajak 168,KPP Pratama Cibinong,Kanwil DJP Jawa Barat III,BADAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_167,2022,Wajib Pajak 167,KPP Pratama Ambon,"Kanwil DJP Papua, Papua Barat, dan Maluku",BADAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_166,2022,Wajib Pajak 166,KPP Pratama Denpasar Barat,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_165,2022,Wajib Pajak 165,KPP Pratama Tabanan,Kanwil DJP Bali,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_164,2022,Wajib Pajak 164,KPP Pratama Makassar Utara,"Kanwil DJP Sulawesi Selatan, Barat, dan Tenggara",OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_163,2022,Wajib Pajak 163,KPP Pratama Tangerang Barat,Kanwil DJP Banten,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_162,2022,Wajib Pajak 162,KPP Pratama Jakarta Mampang Prapatan,Kanwil DJP Jakarta Selatan I,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_161,2022,Wajib Pajak 161,KPP Pratama Indramayu,Kanwil DJP Jawa Barat II,BADAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_160,2022,Wajib Pajak 160,KPP Pratama Cikarang Selatan,Kanwil DJP Jawa Barat II,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_051,2022,Wajib Pajak 051,KPP Pratama Kupang,Kanwil DJP Nusa Tenggara,BADAN,0.0,0.0,0.0,0.0,0.0,0.2506975524109513,0.11,245407200.0,0.0,0.1051111111111111,245407200.0,2,2,X2Y2,Sedang
NPWP_052,2022,Wajib Pajak 052,KPP Pratama Semarang Barat,Kanwil DJP Jawa Tengah I,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_150,2022,Wajib Pajak 150,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_056,2022,Wajib Pajak 056,KPP Pratama Tegal,Kanwil DJP Jawa Tengah I,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_057,2022,Wajib Pajak 057,KPP Madya Dua Surabaya,Kanwil DJP Jawa Timur I,OP NON KARYAWAN,0.0,1.0,0.0,1.060636042402827,1.12672408116995,1.0,0.2056985046477165,0.0,7056138110.0,0.51,7056138110.0,3,3,X3Y3,Tinggi
NPWP_058,2022,Wajib Pajak 058,KPP Pratama Jakarta Penjaringan,Kanwil DJP Jakarta Utara,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_149,2022,Wajib Pajak 149,KPP Pratama Bandung Tegallega,Kanwil DJP Jawa Barat I,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_148,2022,Wajib Pajak 148,KPP Pratama Badung Utara,Kanwil DJP Bali,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_059,2022,Wajib Pajak 059,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_060,2022,Wajib Pajak 060,KPP Pratama Bekasi Utara,Kanwil DJP Jawa Barat III,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_147,2022,Wajib Pajak 147,KPP Pratama Jakarta Cakung,Kanwil DJP Jakarta Timur,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_061,2022,Wajib Pajak 061,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_146,2022,Wajib Pajak 146,KPP Pratama Denpasar Timur,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_145,2022,Wajib Pajak 145,KPP Pratama Tangerang Barat,Kanwil DJP Banten,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_144,2022,Wajib Pajak 144,KPP Pratama Gianyar,Kanwil DJP Bali,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_143,2022,Wajib Pajak 143,KPP Pratama Malang Selatan,Kanwil DJP Jawa Timur III,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_142,2022,Wajib Pajak 142,KPP Pratama Kediri,Kanwil DJP Jawa Timur III,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_141,2022,Wajib Pajak 141,KPP Pratama Surabaya Sukomanunggal,Kanwil DJP Jawa Timur I,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_140,2022,Wajib Pajak 140,KPP Pratama Jakarta Kebayoran Lama,Kanwil DJP Jakarta Selatan II,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_065,2022,Wajib Pajak 065,KPP Pratama Tenggarong,Kanwil DJP Kalimantan Timur dan Utara,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_139,2022,Wajib Pajak 139,KPP Pratama Serpong,Kanwil DJP Banten,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_138,2022,Wajib Pajak 138,KPP Pratama Ruteng,Kanwil DJP Nusa Tenggara,BADAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_122,2022,Wajib Pajak 122,KPP Pratama Ciawi,Kanwil DJP Jawa Barat III,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_068,2022,Wajib Pajak 068,KPP Madya Surakarta,Kanwil DJP Jawa Tengah II,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.186619833494169,0.0,0.0,0.26,0.0,2,1,X2Y1,Rendah
NPWP_069,2022,Wajib Pajak 069,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_121,2022,Wajib Pajak 121,KPP Pratama Singaraja,Kanwil DJP Bali,BADAN,0.0,0.0,0.0,0.0,0.0,0.203389055958132,0.11,508341837.64,0.0,0.0851111111111111,508341837.64,2,2,X2Y2,Sedang
NPWP_120,2022,Wajib Pajak 120,KPP Pratama Sukoharjo,Kanwil DJP Jawa Tengah II,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_119,2022,Wajib Pajak 119,KPP Pratama Singaraja,Kanwil DJP Bali,BADAN,0.0,0.0,0.0,0.0,1.2112128017471984e-07,0.3578336634396077,0.0,0.0,0.0,0.9312222222222224,0.0,3,1,X3Y1,Sedang
NPWP_070,2022,Wajib Pajak 070,KPP Pratama Jakarta Pasar Rebo,Kanwil DJP Jakarta Timur,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_118,2022,Wajib Pajak 118,KPP Madya Denpasar,Kanwil DJP Bali,BADAN,1.0,0.0,0.0,0.0,0.0,0.2245371301648366,0.0,0.0,0.0,0.8033333333333333,0.0,3,1,X3Y1,Sedang
NPWP_071,2022,Wajib Pajak 071,KPP Pratama Surabaya Sawahan,Kanwil DJP Jawa Timur I,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_117,2022,Wajib Pajak 117,KPP Pratama Badung Selatan,Kanwil DJP Bali,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_072,2022,Wajib Pajak 072,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.193170545593285,0.0,0.0,0.2766666666666666,0.0,2,1,X2Y1,Rendah
NPWP_073,2022,Wajib Pajak 073,KPP Pratama Denpasar Barat,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.615,0.0,3,1,X3Y1,Sedang
NPWP_110,2022,Wajib Pajak 110,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,0.0,0.0,0.5789775710291444,0.0,0.0,0.0,1331817855.56,0.0,0.2333333333333333,1331817855.56,2,3,X2Y3,Tinggi
NPWP_106,2022,Wajib Pajak 106,KPP Pratama Gianyar,Kanwil DJP Bali,BADAN,0.0,0.0,0.0,0.0,0.0,0.3963954409151986,0.0,6069221490.428795,0.0,0.9312222222222224,6069221490.428795,3,3,X3Y3,Tinggi
NPWP_105,2022,Wajib Pajak 105,KPP Pratama Lubuk Pakam,Kanwil DJP Sumatera Utara I,BADAN,0.0,0.0,0.0,0.0,0.0,0.4088666480513745,0.22,0.0,0.0,1.0,0.0,3,1,X3Y1,Sedang
NPWP_104,2022,Wajib Pajak 104,KPP Madya Jakarta Pusat,Kanwil DJP Jakarta Pusat,BADAN,0.0,0.0,0.0,0.0,0.0,0.3528951083267446,0.0,179488520957.0,0.0,0.8862222222222222,179488520957.0,3,3,X3Y3,Tinggi
NPWP_089,2022,Wajib Pajak 089,KPP Pratama Baubau,"Kanwil DJP Sulawesi Selatan, Barat, dan Tenggara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_074,2022,Wajib Pajak 074,KPP Pratama Tanjung Pinang,Kanwil DJP Kepulauan Riau,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_075,2022,Wajib Pajak 075,KPP Pratama Palembang Ilir Timur,Kanwil DJP Sumatera Selatan dan Kepulauan Bangka Belitung,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_076,2022,Wajib Pajak 076,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.575,0.0,3,1,X3Y1,Sedang
NPWP_077,2022,Wajib Pajak 077,KPP Pratama Denpasar Barat,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_081,2022,Wajib Pajak 081,KPP Pratama Manado,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.1436692014557029,0.0,0.0,0.0366666666666666,0.0,2,1,X2Y1,Rendah
NPWP_080,2022,Wajib Pajak 080,KPP Pratama Singaraja,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.558408646037233,0.0,1.0,0.0,0.0,0.0,0.77,0.0,3,1,X3Y1,Sedang
NPWP_079,2022,Wajib Pajak 079,KPP Pratama Badung Utara,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_078,2022,Wajib Pajak 078,KPP Pratama Tabanan,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1266666666666666,0.0,2,1,X2Y1,Rendah
NPWP_212,2022,Wajib Pajak 212,KPP Pratama Makassar Selatan,"Kanwil DJP Sulawesi Selatan, Barat, dan Tenggara",OP NON KARYAWAN,0.0,1.0,0.0,0.4517845227145665,0.0,0.0,0.0,0.0,0.0,0.1866666666666666,0.0,2,1,X2Y1,Rendah
NPWP_001,2023,Wajib Pajak 001,KPP Wajib Pajak Besar Dua,Kanwil DJP Wajib Pajak Besar,BADAN,0.0,0.0,0.0,0.0,0.5908170038427633,0.6959106713266983,0.22,11074011916048.912,605668720508.0,0.9966666666666668,11074011916048.912,3,3,X3Y3,Tinggi
NPWP_002,2023,Wajib Pajak 002,KPP Penanaman Modal Asing Empat,Kanwil DJP Jakarta Khusus,BADAN,0.0,0.0,0.0,0.0,0.0,0.1194814457403125,0.22,0.0,1314350024.0,0.9994444444444444,1314350024.0,3,3,X3Y3,Tinggi
NPWP_003,2023,Wajib Pajak 003,KPP Wajib Pajak Besar Dua,Kanwil DJP Wajib Pajak Besar,BADAN,1.0,0.0,0.0,0.0,0.0,0.302540443820425,0.22,658494411232.9199,181206118393.0,0.985,658494411232.9199,3,3,X3Y3,Tinggi
NPWP_004,2023,Wajib Pajak 004,KPP Pratama Palembang Ilir Barat,Kanwil DJP Sumatera Selatan dan Kepulauan Bangka Belitung,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_005,2023,Wajib Pajak 005,KPP Madya Medan,Kanwil DJP Sumatera Utara I,BADAN,0.0,0.0,0.0,0.0,1.004216205721735,0.532956479687819,0.22,0.0,186798217320.0,0.9866666666666668,186798217320.0,3,3,X3Y3,Tinggi
NPWP_006,2023,Wajib Pajak 006,KPP Madya Denpasar,Kanwil DJP Bali,BADAN,1.0,0.0,0.0,0.0,0.0,0.3096917199839916,0.187874251801321,0.0,87960355.0,0.9933333333333332,87960355.0,3,2,X3Y2,Tinggi
NPWP_007,2023,Wajib Pajak 007,KPP Pratama Medan Polonia,Kanwil DJP Sumatera Utara I,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_008,2023,Wajib Pajak 008,KPP Madya Tangerang,Kanwil DJP Banten,BADAN,1.0,0.0,0.0,0.0,1.3470453084904024,0.6637298877499078,0.22,0.0,826737822815.0,1.0,826737822815.0,3,3,X3Y3,Tinggi
NPWP_009,2023,Wajib Pajak 009,KPP Madya Surabaya,Kanwil DJP Jawa Timur I,BADAN,0.0,0.0,0.0,0.2700665993308503,0.0,0.4115772568515141,0.1631264533345813,0.0,0.0,0.73,0.0,3,1,X3Y1,Sedang
NPWP_010,2023,Wajib Pajak 010,KPP Madya Medan,Kanwil DJP Sumatera Utara I,BADAN,0.0,0.0,0.0,0.0,0.0,0.1389498683613595,0.11,0.0,0.0,0.2467777777777777,0.0,2,1,X2Y1,Rendah
NPWP_011,2023,Wajib Pajak 011,KPP Pratama Medan Timur,Kanwil DJP Sumatera Utara I,BADAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_012,2023,Wajib Pajak 012,KPP Madya Dua Jakarta Barat,Kanwil DJP Jakarta Barat,BADAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26333408760.0,0.0,26333408760.0,1,3,X1Y3,Sedang
NPWP_257,2023,Wajib Pajak 257,KPP Pratama Purwokerto,Kanwil DJP Jawa Tengah II,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_013,2023,Wajib Pajak 013,KPP Madya Bogar,Kanwil DJP Jawa Barat III,BADAN,1.0,0.0,0.0,0.0,1.4422115479318451,0.6041400481517883,0.22,0.0,294552218159.0,1.0,294552218159.0,3,3,X3Y3,Tinggi
NPWP_014,2023,Wajib Pajak 014,KPP Madya Jakarta Barat,Kanwil DJP Jakarta Barat,BADAN,0.0,0.0,0.0,0.0,0.0,0.3871726937303015,0.1848529019194597,0.0,0.0,0.974,0.0,3,1,X3Y1,Sedang
NPWP_015,2023,Wajib Pajak 015,KPP Madya Denpasar,Kanwil DJP Bali,BADAN,1.0,0.0,0.0,0.0,0.0,0.2758343377036819,0.22,0.0,278657035.0,0.9816666666666668,278657035.0,3,2,X3Y2,Tinggi
NPWP_016,2023,Wajib Pajak 016,KPP Madya Dua Semarang,Kanwil DJP Jawa Tengah I,BADAN,1.0,0.0,0.0,0.0,1.0378679982995416,0.6326760066508201,0.22,0.0,171659878276.0,1.0,171659878276.0,3,3,X3Y3,Tinggi
NPWP_017,2023,Wajib Pajak 017,KPP Madya Denpasar,Kanwil DJP Bali,BADAN,0.0,0.0,0.0,0.0,0.0043425240010473,0.3235930275926481,0.22,0.0,1237499997.0,1.0,1237499997.0,3,3,X3Y3,Tinggi
NPWP_256,2023,Wajib Pajak 256,KPP Pratama Semarang Barat,Kanwil DJP Jawa Tengah I,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_018,2023,Wajib Pajak 018,KPP Pratama Tebing Tinggi,Kanwil DJP Sumatera Utara II,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4201362323.0,0.0,4201362323.0,1,3,X1Y3,Sedang
NPWP_019,2023,Wajib Pajak 019,KPP Madya Tangerang,Kanwil DJP Banten,BADAN,1.0,0.0,0.0,0.0,1.3579406115677404,0.6358468757510128,0.22,0.0,756406644580.0,1.0,756406644580.0,3,3,X3Y3,Tinggi
NPWP_020,2023,Wajib Pajak 020,KPP Madya Dua Semarang,Kanwil DJP Jawa Tengah I,BADAN,0.0,0.0,0.0,0.0,0.0,0.1212444595165615,0.22,0.0,0.0,0.9994444444444444,0.0,3,1,X3Y1,Sedang
NPWP_255,2023,Wajib Pajak 255,KPP Pratama Kotamobagu,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_021,2023,Wajib Pajak 021,KPP Pratama Lubuk Pakam,Kanwil DJP Sumatera Utara I,BADAN,1.0,0.0,0.0,0.0,0.0,0.4538883098666463,0.1555685606710056,0.0,0.0,0.9266666666666666,0.0,3,1,X3Y1,Sedang
NPWP_254,2023,Wajib Pajak 254,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_253,2023,Wajib Pajak 253,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_252,2023,Wajib Pajak 252,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_251,2023,Wajib Pajak 251,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_250,2023,Wajib Pajak 250,KPP Pratama Gianyar,Kanwil DJP Bali,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_249,2023,Wajib Pajak 249,KPP Pratama Lubuk Pakam,Kanwil DJP Sumatera Utara I,OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_248,2023,Wajib Pajak 248,KPP Pratama Yogyakarta,Kanwil DJP Daerah Istimewa Yogyakarta,OP NON KARYAWAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_022,2023,Wajib Pajak 022,KPP Madya Malang,Kanwil DJP Jawa Timur III,BADAN,1.0,0.0,0.0,0.1008497628101072,1.1834071494721343,0.6593341158866373,0.22,0.0,203531448613.0,0.99,203531448613.0,3,3,X3Y3,Tinggi
NPWP_023,2023,Wajib Pajak 023,KPP Madya Tangerang,Kanwil DJP Banten,BADAN,0.0,0.0,0.0,0.0,0.0,0.2862346114914079,0.22,0.0,0.0,0.95,0.0,3,1,X3Y1,Sedang
NPWP_247,2023,Wajib Pajak 247,KPP Pratama Kotamobagu,"Kanwil DJP Sulawesi Utara, Tengah, Gorontalo, dan Maluku Utara",OP NON KARYAWAN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_024,2023,Wajib Pajak 024,KPP Pratama Batam Selatan,Kanwil DJP Kepulauan Riau,BADAN,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.615,0.0,3,1,X3Y1,Sedang
NPWP_025,2023,Wajib Pajak 025,KPP Pratama Tanjung Balai Karimun,Kanwil DJP Kepulauan Riau,BADAN,0.0,1.0,0.0,0.0,0.0,0.1759116395469395,0.11,0.0,0.0,0.1833333333333333,0.0,2,1,X2Y1,Rendah
NPWP_026,2023,Wajib Pajak 026,KPP Pratama Singaraja,Kanwil DJP Bali,BADAN,1.0,0.0,0.0,0.0,0.0484238107554325,0.3137754503955534,0.1677515665925483,380825411.0,224110183.0,0.9966666666666668,380825411.0,3,2,X3Y2,Tinggi
NPWP_027,2023,Wajib Pajak 027,KPP Madya Denpasar,Kanwil DJP Bali,BADAN,1.0,0.0,0.0,0.0,0.0003377672104791,0.2462816311382674,0.22,0.0,49904703.0,0.98,49904703.0,3,1,X3Y1,Sedang
NPWP_246,2023,Wajib Pajak 246,KPP Pratama Batu,Kanwil DJP Jawa Timur III,BADAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,X1Y1,Rendah
NPWP_028,2023,Wajib Pajak 028,KPP Pratama Singaraja,Kanwil DJP Bali,BADAN,0.0,0.0,0.0,0.0,0.0,0.1689478905733024,0.0,450588836.4000006,0.0,0.4951111111111111,450588836.4000006,2,2,X2Y2,Sedang
